stat.t	pvalue
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models	-1.30608188108726	0.192207689902331
Dermatan sulfate biosynthesis	2.35912628399216	0.0207978217183231
Detoxification of Reactive Oxygen Species	1.80911117777033	0.0706891453611545
Deubiquitination	98.0980835579629	0
Developmental Biology	-11.0647987945776	1.86572438548985e-28
Digestion	1.10351270214989	0.270415321552027
Digestion and absorption	-0.600434368079078	0.548422050865419
Digestion of dietary carbohydrate	-2.32163051400176	0.0225508438088932
Digestion of dietary lipid	3.16508002966899	0.00363284461869671
Dimerization of procaspase-8	7.69413975836728	7.24735906573985e-12
Disassembly of the destruction complex and recruitment of AXIN to the membrane	6.90500243104935	9.91700073932833e-12
Disease	114.164123540786	0
Diseases associated with N-glycosylation of proteins	22.8034532439157	1.5824252984069e-60
Diseases associated with O-glycosylation of proteins	4.36454433328494	1.30141471981041e-05
Diseases associated with glycosaminoglycan metabolism	10.8510132510511	2.37387455289029e-26
Diseases associated with glycosylation precursor biosynthesis	12.5367150259377	5.4172675911417e-29
Diseases associated with surfactant metabolism	2.23550535781822	0.0280687165403199
Diseases associated with the TLR signaling cascade	7.6621983615537	5.41770502566014e-14
Diseases associated with visual transduction	1.15316144104352	0.251128969867759
Diseases of Base Excision Repair	1.57847907543786	0.136480172158582
Diseases of DNA Double-Strand Break Repair	16.0776082607827	8.40672178587496e-48
Diseases of DNA repair	19.558740462158	3.15306540690629e-73
Diseases of Immune System	9.02796360251366	1.17052501176285e-18
Diseases of Mismatch Repair (MMR)	8.00595589369961	2.68856643240695e-07
Diseases of carbohydrate metabolism	-0.598433476044791	0.549681220478199
Diseases of glycosylation	19.0574662489114	2.8927769155801e-80
Diseases of hemostasis	1.0526609149357	0.29368390961673
Diseases of metabolism	11.5052492789582	1.33814521496001e-30
Diseases of mitotic cell cycle	14.3059653185192	2.07394296193762e-43
Diseases of programmed cell death	13.1233089572514	2.72402320339549e-37
Diseases of signal transduction by growth factor receptors and second messengers	61.0026378056599	0
Diseases of the neuronal system	0.4673266714439	0.641190078024645
Disinhibition of SNARE formation	-0.160643616952632	0.87423161581989
Disorders of Developmental Biology	3.37509632165044	0.000935618678361666
Disorders of Nervous System Development	1.57227510725036	0.117952420241611
Disorders of transmembrane transporters	24.7526445251009	6.61150203586974e-134
Displacement of DNA glycosylase by APEX1	8.4664651955196	6.5637257972956e-12
Dissolution of Fibrin Clot	3.7567550935623	0.000262788017121237
Dopamine Neurotransmitter Release Cycle	10.1060979598357	6.34262460244558e-22
Downregulation of ERBB2 signaling	0.424724166437371	0.6711520887058
Downregulation of ERBB2:ERBB3 signaling	-0.0807422467291482	0.935753995777848
Downregulation of ERBB4 signaling	1.31797566511663	0.192493558435322
Downregulation of SMAD2/3:SMAD4 transcriptional activity	9.66421599742508	6.58117079858977e-21
Downregulation of TGF-beta receptor signaling	4.68551025746675	3.40494343479149e-06
Downstream TCR signaling	36.6916475259779	8.69124991961788e-274
Downstream signal transduction	10.366073032301	1.0203809002901e-23
Downstream signaling events of B Cell Receptor (BCR)	40.1372737869901	6.68934979663636e-314
Downstream signaling of activated FGFR1	7.32237748757823	5.95678773142776e-13
Downstream signaling of activated FGFR2	6.77410921159455	2.51433810036499e-11
Downstream signaling of activated FGFR3	5.03205806976795	6.70748786761115e-07
Downstream signaling of activated FGFR4	3.03518118313387	0.00253694231355577
Dual Incision in GG-NER	30.6130285654226	1.25144422314394e-161
Dual incision in TC-NER	44.5875751316162	0
E2F mediated regulation of DNA replication	12.4449939638981	7.58589853230608e-31
E2F-enabled inhibition of pre-replication complex formation	6.42031887680603	1.77217489545741e-08
E3 ubiquitin ligases ubiquitinate target proteins	21.8527148250323	9.46108536872715e-97
ECM proteoglycans	9.53759323771647	3.45615376589215e-21
EGFR Transactivation by Gastrin	2.57974159765749	0.0120253766381376
EGFR downregulation	3.05005779239615	0.00235296369172519
EGFR interacts with phospholipase C-gamma	0.128366082168017	0.898248059335264
EGR2 and SOX10-mediated initiation of Schwann cell myelination	6.06382657821517	2.27737748869703e-09
EML4 and NUDC in mitotic spindle formation	35.642695381354	7.05823301714773e-261
EPH-Ephrin signaling	7.44945641016254	1.03457658630215e-13
EPH-ephrin mediated repulsion of cells	8.80450570961577	2.50464701830259e-18
EPHA-mediated growth cone collapse	1.7643812218809	0.0796703921149207
EPHB-mediated forward signaling	8.36926519576332	1.75976508220712e-16
ER Quality Control Compartment (ERQC)	14.1000683332367	9.37657038472039e-37
ER to Golgi Anterograde Transport	40.2571126074874	0
ER-Phagosome pathway	31.8134201604075	1.0089152870549e-208
ERBB2 Activates PTK6 Signaling	2.04245901674356	0.0428120937578678
ERBB2 Regulates Cell Motility	-1.19173401423463	0.234758019155095
ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	18.1532395657898	3.66858710030096e-45
ERK/MAPK targets	5.5325843583393	5.40996343830371e-08
ERKs are inactivated	3.45010785126513	0.000729110972828765
ESR-mediated signaling	23.6026538069994	7.02924809228015e-122
Early Phase of HIV Life Cycle	2.01668510872114	0.0456677758163718
Effects of PIP2 hydrolysis	4.81052933110188	1.88033642255058e-06
Eicosanoid ligand-binding receptors	2.65858136305995	0.00855574198680444
Eicosanoids	1.55975696312634	0.121254373584374
Elastic fibre formation	18.1089703570379	5.04807217677714e-66
Elevation of cytosolic Ca2+ levels	-3.53248025910145	0.000505324096803303
Endogenous sterols	4.36398351728145	1.47044678585815e-05
Endosomal Sorting Complex Required For Transport (ESCRT)	12.149552922917	1.37084823354237e-31
Endosomal/Vacuolar pathway	6.5191879798057	3.48163346365077e-09
Energy dependent regulation of mTOR by LKB1-AMPK	10.9183917637996	6.16748537491996e-26
Ephrin signaling	-0.263389509889213	0.792430373463469
Epigenetic regulation of gene expression	67.5055102214724	0
Erythrocytes take up carbon dioxide and release oxygen	-1.09932272244373	0.273855052781285
Erythrocytes take up oxygen and release carbon dioxide	1.1459224473552	0.258751301544096
Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	0.606706214650596	0.545178481439147
Erythropoietin activates Phospholipase C gamma (PLCG)	2.04072535220478	0.0479823439474093
Erythropoietin activates RAS	-3.889731206209	0.000141624103204029
Erythropoietin activates STAT5	-0.0349837215041568	0.97226868340287
Establishment of Sister Chromatid Cohesion	10.5093286784439	3.72095865386997e-18
Estrogen biosynthesis	-1.62386204951615	0.116585942025845
Estrogen-dependent gene expression	29.5370923368099	6.05355539286442e-183
Estrogen-dependent nuclear events downstream of ESR-membrane signaling	5.36929195713635	1.16917625031827e-07
Estrogen-stimulated signaling through PRKCZ	1.12816398299072	0.269001124938583
Ethanol oxidation	4.42361929616562	2.20714301342352e-05
Eukaryotic Translation Elongation	110.244424868449	0
Eukaryotic Translation Initiation	128.318948512624	0
Eukaryotic Translation Termination	110.186050500239	0
Export of Viral Ribonucleoproteins from Nucleus	29.6441632528104	8.53487579014053e-140
Extension of Telomeres	28.2301617982572	1.91121953046477e-152
Extra-nuclear estrogen signaling	9.25617208008912	3.04656138781792e-20
Extracellular matrix organization	34.4421456100288	5.93739283917905e-258
Extrinsic Pathway of Fibrin Clot Formation	0.253330252590265	0.803161394709805
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	40.4101840447873	8.24588959554631e-283
FBXW7 Mutants and NOTCH1 in Cancer	1.23844748761829	0.231587291656593
FCERI mediated Ca+2 mobilization	62.6674743737298	0
FCERI mediated MAPK activation	50.4204780784965	0
FCERI mediated NF-kB activation	37.1747373873667	4.11581884755064e-290
FCGR activation	104.264882541852	0
FCGR3A-mediated IL10 synthesis	44.5498717193571	0
FCGR3A-mediated phagocytosis	42.7933775592807	0
FGFR1 ligand binding and activation	1.42694307565954	0.155240870839006
FGFR1 mutant receptor activation	3.98154719012058	7.44464505486877e-05
FGFR1b ligand binding and activation	-0.855828854933963	0.401847532209535
FGFR1c ligand binding and activation	0.537127762959135	0.592562769550778
FGFR2 alternative splicing	13.4759493764904	1.18650049537638e-36
FGFR2 ligand binding and activation	0.776528334913781	0.438119183410672
FGFR2 mutant receptor activation	4.81025001830791	1.76873911064617e-06
FGFR2b ligand binding and activation	-0.142126901115585	0.887325294196627
FGFR2c ligand binding and activation	2.65243549610956	0.00942414053556081
FGFR3 ligand binding and activation	-2.06884225964167	0.0411499436926219
FGFR3 mutant receptor activation	1.71684013738464	0.0894148108014981
FGFR3b ligand binding and activation	1.42736948039999	0.166832551475576
FGFR3c ligand binding and activation	-4.79920799324795	6.58401008759004e-06
FGFR4 ligand binding and activation	1.5318332437963	0.129243560164953
FGFRL1 modulation of FGFR1 signaling	-2.35328249615659	0.0202420202163536
FLT3 Signaling	7.80423638922409	1.16695755965524e-14
FLT3 signaling by CBL mutants	1.15908794002203	0.254055826628854
FLT3 signaling in disease	8.68698310959898	2.3118777698492e-17
FLT3 signaling through SRC family kinases	2.53446201778434	0.018016068795721
FOXO-mediated transcription	2.52822245385935	0.0115002620896323
FOXO-mediated transcription of cell cycle genes	5.02028808325727	9.60390481605053e-07
FOXO-mediated transcription of cell death genes	2.7960162034244	0.00560055249066743
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	0.507176227242762	0.612165913428557
FRS-mediated FGFR1 signaling	0.968031061093724	0.333556963525535
FRS-mediated FGFR2 signaling	2.69057408503875	0.00738098344924012
FRS-mediated FGFR3 signaling	3.048334209519	0.00250239213795173
FRS-mediated FGFR4 signaling	0.519642677999945	0.603714405021546
Factors involved in megakaryocyte development and platelet production	2.26833635616675	0.0233230384970608
Fanconi Anemia Pathway	16.3451016555985	7.20280558057301e-55
FasL/ CD95L signaling	3.36744889300871	0.00343566316097002
Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	-1.24079218095161	0.221252068223495
Fatty acid metabolism	2.48127642517062	0.0130968161867682
Fatty acids	1.00267464262516	0.317267116765184
Fatty acyl-CoA biosynthesis	-1.26295750041868	0.206834275220685
Fc epsilon receptor (FCERI) signaling	29.8251175309044	5.92700271208752e-193
Fcgamma receptor (FCGR) dependent phagocytosis	39.9830629539689	0
Fertilization	0.172245338922105	0.863301842206877
Fibronectin matrix formation	0.392005948823855	0.6992025896749
Ficolins bind to repetitive carbohydrate structures on the target cell surface	0.105248132257019	0.917431095450403
Folding of actin by CCT/TriC	9.18172763954249	2.69855876589533e-14
Formation of Fibrin Clot (Clotting Cascade)	-1.34941607623535	0.177425148466658
Formation of HIV elongation complex in the absence of HIV Tat	31.2298475487264	1.26370425460583e-175
Formation of HIV-1 elongation complex containing HIV-1 Tat	31.5182532799145	4.4038688582888e-177
Formation of Incision Complex in GG-NER	30.416064563698	4.38425890066756e-161
Formation of RNA Pol II elongation complex	39.7048459166838	7.48482731471264e-284
Formation of Senescence-Associated Heterochromatin Foci (SAHF)	2.40345318637599	0.0179008285076325
Formation of TC-NER Pre-Incision Complex	39.4526510539923	1.778262638646e-266
Formation of a pool of free 40S subunits	130.479613362199	0
Formation of annular gap junctions	2.93936085369655	0.00449805086315998
Formation of apoptosome	2.72989057226107	0.00739986773914085
Formation of the Early Elongation Complex	25.1588114183925	9.90923290952669e-108
Formation of the Editosome	-0.943473406539033	0.352234471229987
Formation of the HIV-1 Early Elongation Complex	24.1473198316634	1.7091946358735e-100
Formation of the beta-catenin:TCF transactivating complex	12.0338696620425	1.6106833444228e-30
Formation of the cornified envelope	28.5759319178719	2.38564661264424e-166
Formation of the ternary complex, and subsequently, the 43S complex	65.3449311322019	0
Formation of tubulin folding intermediates by CCT/TriC	0.850460657504028	0.395393362429304
Formation of xylulose-5-phosphate	1.92110290048309	0.0707741028904044
Formyl peptide receptors bind formyl peptides and many other ligands	0.961303334499701	0.341616079831651
Free fatty acids regulate insulin secretion	-1.43009453141205	0.155582456078831
Frs2-mediated activation	3.81567546998565	0.000210591194860378
Fructose catabolism	1.73760195959484	0.0993748190313394
Fructose metabolism	-0.0525448119110883	0.958356135210616
G alpha (12/13) signalling events	7.7777806982442	8.61981209372525e-15
G alpha (i) signalling events	-36.0723245218745	2.06926116974794e-282
G alpha (q) signalling events	-6.30671514007595	2.87837806185871e-10
G alpha (s) signalling events	-14.2541416207978	8.03414910671478e-46
G alpha (z) signalling events	1.42686678298859	0.153786562372289
G beta:gamma signalling through BTK	1.74600440718686	0.0821374053697562
G beta:gamma signalling through CDC42	0.465460563575054	0.641948784624487
G beta:gamma signalling through PI3Kgamma	-0.663974841839554	0.507018501606307
G beta:gamma signalling through PLC beta	2.7222172622408	0.00687075933845937
G protein gated Potassium channels	0.219998422073513	0.825937256650922
G-protein activation	1.45405658416093	0.146596743115321
G-protein beta:gamma signalling	2.75657706646345	0.00597254158996895
G-protein mediated events	5.17207028525588	2.49140190330557e-07
G0 and Early G1	12.6580792162723	4.52084123257092e-33
G1 Phase	12.4131409872095	3.41582586911106e-34
G1/S DNA Damage Checkpoints	36.6718250304361	2.76319123789854e-257
G1/S Transition	59.7653021789884	0
G1/S-Specific Transcription	14.1537464229711	9.3111305517116e-41
G2 Phase	-0.17339787451391	0.86438128886431
G2/M Checkpoints	76.648167263943	0
G2/M DNA damage checkpoint	36.101221052678	4.32031039381776e-251
G2/M DNA replication checkpoint	2.90472475254395	0.00954175461692718
G2/M Transition	75.0246317131981	0
GAB1 signalosome	1.65696861328472	0.0987319702373709
GABA B receptor activation	0.881410259403182	0.378243120565081
GABA receptor activation	3.89548505120188	0.00010035575544059
GABA synthesis, release, reuptake and degradation	13.2954623264413	9.07345588637121e-33
GLI proteins bind promoters of Hh responsive genes to promote transcription	3.01494651699348	0.00470036943903207
GLI3 is processed to GLI3R by the proteasome	34.0797678495072	8.32372483600114e-220
GP1b-IX-V activation signalling	-2.10087517605572	0.0388531030962706
GPCR downstream signalling	-43.5529868406025	0
GPCR ligand binding	-49.3529434570268	0
GPVI-mediated activation cascade	6.18012052979115	9.50275257043087e-10
GRB2 events in EGFR signaling	4.06377692708308	7.71711424853261e-05
GRB2 events in ERBB2 signaling	1.6262093372107	0.105228470034877
GRB2:SOS provides linkage to MAPK signaling for Integrins	-1.13474935693713	0.257987205701728
GRB7 events in ERBB2 signaling	2.00135789059475	0.0621574198689739
GTP hydrolysis and joining of the 60S ribosomal subunit	118.929461023375	0
Gain-of-function MRAS complexes activate RAF signaling	1.83920455480157	0.0717152530569647
Galactose catabolism	-2.98898552602636	0.0103522880365512
Gamma carboxylation, hypusine formation and arylsulfatase activation	6.03533803103138	1.96410280744774e-09
Gamma-carboxylation of protein precursors	0.262127531245289	0.793898973488541
Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	-0.163509070133664	0.870437979282653
Gap junction assembly	-0.85395181654189	0.394401750146737
Gap junction degradation	0.554816345858819	0.580449393847457
Gap junction trafficking	-1.39930394661865	0.162249001819757
Gap junction trafficking and regulation	4.67197074785033	3.60089320296075e-06
Gap-filling DNA repair synthesis and ligation in GG-NER	15.105277991398	1.64910578190696e-43
Gap-filling DNA repair synthesis and ligation in TC-NER	41.8208039645964	5.39743121506316e-316
Gastrin-CREB signalling pathway via PKC and MAPK	4.55729340752769	7.51604984034758e-06
Gene Silencing by RNA	42.2860223354199	0
Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	11.0232074915035	3.95965621147154e-27
Gene expression (Transcription)	456.291877141538	0
Generation of second messenger molecules	20.6279930111205	9.66315263770887e-79
Generic Transcription Pathway	309.432732804751	0
Global Genome Nucleotide Excision Repair (GG-NER)	58.9410423859923	0
Glucagon signaling in metabolic regulation	-4.58204037803295	5.18909397038163e-06
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	-0.114110241124239	0.909164650386687
Glucagon-type ligand receptors	-0.767857611293136	0.442764743055301
Glucocorticoid biosynthesis	2.50742954441078	0.0141705195070344
Gluconeogenesis	-0.321362675213439	0.748008623274198
Glucose metabolism	7.55023572708953	4.83919174571126e-14
Glucuronidation	4.78083643735428	2.58528910434603e-06
Glutamate Neurotransmitter Release Cycle	6.84097958625907	2.21123709945108e-11
Glutamate and glutamine metabolism	3.47786316454978	0.00064745444778135
Glutamate binding, activation of AMPA receptors and synaptic plasticity	10.7120329449825	2.5555692472576e-25
Glutathione conjugation	3.30459242352733	0.000977911515747311
Glutathione synthesis and recycling	0.904255943861564	0.367307124037857
Glycerophospholipid biosynthesis	-5.89897082291215	3.73492278204372e-09
Glycerophospholipid catabolism	2.82069819396245	0.00754165798444518
Glycogen breakdown (glycogenolysis)	-0.513108492856801	0.608443654945008
Glycogen metabolism	3.1733631110981	0.00157282113726825
Glycogen storage diseases	-1.45810962650684	0.146226193218155
Glycogen synthesis	-0.375072817873726	0.70794063363092
Glycolysis	15.6340100920143	8.98303702643498e-54
Glycoprotein hormones	-0.746570599534565	0.457581941803007
Glycosaminoglycan metabolism	10.0867454756293	7.60857245903922e-24
Glycosphingolipid metabolism	11.2431465732814	2.35473143778693e-28
Glyoxylate metabolism and glycine degradation	7.64256376086974	5.42747373799785e-14
Golgi Associated Vesicle Biogenesis	17.8900369391677	3.59066867057653e-68
Golgi Cisternae Pericentriolar Stack Reorganization	7.31026121013384	8.63565377605388e-12
Golgi-to-ER retrograde transport	30.0141441372124	1.4208420355421e-191
Growth hormone receptor signaling	3.68842487508538	0.000248067128267747
HATs acetylate histones	82.799658369193	0
HCMV Early Events	50.438659481995	0
HCMV Infection	62.5100406166996	0
HCMV Late Events	43.5152810440226	3.14706606906163e-283
HDACs deacetylate histones	35.8751254141128	6.4164760538519e-193
HDL assembly	0.512292539442743	0.610556114259521
HDL clearance	0.0739586255286076	0.941875008991774
HDL remodeling	-0.648778856001331	0.518199214873568
HDMs demethylate histones	16.9887796754914	4.30229682594261e-51
HDR through Homologous Recombination (HRR)	42.0709757809758	1.97626258336499e-323
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	70.9363147977629	0
HDR through MMEJ (alt-NHEJ)	5.64813942010441	3.92307426842183e-07
HDR through Single Strand Annealing (SSA)	24.8926238759477	1.45084403578386e-111
HIV Infection	106.583177510645	0
HIV Life Cycle	81.6590922656924	0
HIV Transcription Elongation	25.3677471900365	7.89624404910438e-123
HIV Transcription Initiation	35.8209940448092	2.02021468497229e-219
HIV elongation arrest and recovery	24.6143035581464	1.0493827378733e-107
HS-GAG biosynthesis	0.967659209383927	0.333499790424909
HS-GAG degradation	4.73858717964012	3.01720560852577e-06
HSF1 activation	5.90451724699784	5.39244516445922e-09
HSF1-dependent transactivation	4.93191737057524	9.34552047787736e-07
HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand	10.9954915058993	5.27936952765078e-27
Hedgehog 'off' state	25.8267295745932	2.81476033713715e-142
Hedgehog 'on' state	23.6361561242492	6.0479249462616e-119
Hedgehog ligand biogenesis	28.2093311099925	2.29990253080724e-159
Heme biosynthesis	1.58413637715804	0.114984907240374
Heme degradation	1.57984764523629	0.115474535193854
Heme signaling	7.84146423194106	7.03101236075342e-15
Hemostasis	-20.2469568842558	4.22220430120424e-91
Heparan sulfate/heparin (HS-GAG) metabolism	6.52291476363227	8.30438571383913e-11
Hh mutants abrogate ligand secretion	35.2653753504005	2.94236068398571e-231
Hh mutants are degraded by ERAD	29.9423931574046	1.79990713717665e-172
Highly calcium permeable nicotinic acetylcholine receptors	0.971950394916411	0.337369206397655
Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	3.3789096897074	0.00128028092454554
Highly sodium permeable postsynaptic acetylcholine nicotinic receptors	0.560501432185683	0.578264489161866
Histidine catabolism	-4.00679142340999	0.00019959611662668
Homologous DNA Pairing and Strand Exchange	29.7769580842655	2.08348189940634e-154
Homology Directed Repair	63.0312111943216	0
Hormone ligand-binding receptors	-3.62167141036695	0.00042068153500544
Host Interactions of HIV factors	61.4615769136766	0
HuR (ELAVL1) binds and stabilizes mRNA	3.673435761139	0.000410418168464679
Hyaluronan biosynthesis and export	0.495369132922661	0.626887966815977
Hyaluronan metabolism	2.36440944509241	0.0187975641068823
Hyaluronan uptake and degradation	3.22833975141204	0.00158067644487449
Hydrolysis of LPC	-1.11961335644381	0.266707593678717
IGF1R signaling cascade	2.20081598373801	0.0278439062756824
IKK complex recruitment mediated by RIP1	8.97692159764275	5.54004166895308e-18
IL-6-type cytokine receptor ligand interactions	0.180315057713701	0.857057513803288
IRAK1 recruits IKK complex	6.7333550561993	1.63946609454764e-09
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	2.91680503243265	0.00449359839156684
IRAK2 mediated activation of TAK1 complex	6.08179508035639	3.15149069253649e-08
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	2.42211319497584	0.0162875520611769
IRAK4 deficiency (TLR2/4)	3.84100709904719	0.000159057386154513
IRE1alpha activates chaperones	15.9964647310451	6.35604688746803e-55
IRF3 mediated activation of type 1 IFN	0.649813514871836	0.524366099526393
IRF3-mediated induction of type I IFN	5.73140565357951	6.22076921716793e-08
IRS activation	1.36949734281517	0.188362429366067
IRS-mediated signalling	1.84090883451307	0.0657824876504536
IRS-related events triggered by IGF1R	3.57408391649367	0.000358260524321735
ISG15 antiviral mechanism	37.9150715434501	3.3862523050568e-277
IkBA variant leads to EDA-ID	9.7452516830014	3.16459931829874e-11
Immune System	75.2348756013239	0
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	111.182312514394	0
Inactivation of APC/C via direct inhibition of the APC/C complex	14.268206546605	7.37703559015643e-38
Inactivation of CDC42 and RAC1	3.77090806162132	0.000405465415801614
Inactivation of CSF3 (G-CSF) signaling	3.84740309072463	0.000132519397257051
Inactivation, recovery and regulation of the phototransduction cascade	1.48543575517525	0.137822794460887
Incretin synthesis, secretion, and inactivation	-1.12485481571089	0.261325223924639
Infection with Mycobacterium tuberculosis	9.49960841259444	1.44099608073786e-19
Infectious disease	104.168002265608	0
Inflammasomes	4.51116699131907	8.51069189059602e-06
Influenza Infection	101.597821238139	0
Influenza Viral RNA Transcription and Replication	113.748729479765	0
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	0.587593280726497	0.557007137526528
Inhibition of DNA recombination at telomere	17.7216698104475	3.41484200768309e-50
Inhibition of Signaling by Overexpressed EGFR	1.42811503290872	0.159050798551404
Inhibition of replication initiation of damaged DNA by RB1/E2F1	5.29079553403432	4.24203709588031e-07
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	13.0001370371756	1.1038928453848e-32
Initial triggering of complement	74.5978294659579	0
Initiation of Nuclear Envelope (NE) Reformation	7.03677376244673	1.09190110865665e-11
InlA-mediated entry of Listeria monocytogenes into host cells	3.157736618528	0.00230109578892255
InlB-mediated entry of Listeria monocytogenes into host cell	0.250832880502149	0.802205424948953
Innate Immune System	61.7307489636379	0
Inositol phosphate metabolism	6.3863708532697	2.05657085719524e-10
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	6.47265736877803	2.69859315454532e-10
Insulin processing	1.96288490469248	0.0501000473559646
Insulin receptor recycling	4.52847293681233	7.33257897850115e-06
Insulin receptor signalling cascade	-4.03674314073033	5.57634509347175e-05
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA	0.989355257547196	0.326973340129415
Integration of energy metabolism	-7.96750406115397	1.7803876068651e-15
Integration of provirus	3.74411758833778	0.00035259322471467
Integrin cell surface interactions	6.77391461416525	1.4550879733566e-11
Integrin signaling	2.04913987585415	0.0408344152953145
Interaction With Cumulus Cells And The Zona Pellucida	-4.2401806883731	5.57107817066823e-05
Interaction between L1 and Ankyrins	9.63899190148123	9.09048608843248e-21
Interactions of Rev with host cellular proteins	39.5369066999691	9.34793459558676e-227
Interactions of Vpr with host cellular proteins	24.5743501280727	2.33300960341575e-108
Interconversion of nucleotide di- and triphosphates	1.94930961787145	0.0515813597714443
Interferon Signaling	53.9184992785961	0
Interferon alpha/beta signaling	36.341986978538	6.4376966150652e-240
Interferon gamma signaling	26.6668075709905	1.8091705057823e-149
Interleukin receptor SHC signaling	7.51222071865516	3.06172153625235e-13
Interleukin-1 family signaling	29.2867649247598	2.55321278298748e-184
Interleukin-1 processing	4.67014771759649	1.62823129229469e-05
Interleukin-1 signaling	29.8550198447438	1.72872165480123e-187
Interleukin-10 signaling	23.3111973716408	2.11646186238221e-105
Interleukin-12 family signaling	14.7515334130314	1.40105772967537e-47
Interleukin-12 signaling	13.3505307381511	4.94289948287496e-39
Interleukin-15 signaling	7.53277329849978	2.4691426460419e-12
Interleukin-17 signaling	11.3614528770281	1.58305966152132e-29
Interleukin-18 signaling	2.2503549417628	0.0309456601699809
Interleukin-2 family signaling	15.6220413952478	1.68107416522851e-50
Interleukin-2 signaling	4.34368519492058	3.54242945537791e-05
Interleukin-20 family signaling	4.38291650397924	1.64241624443183e-05
Interleukin-21 signaling	5.56856776211647	3.68883196825713e-07
Interleukin-23 signaling	0.356289805197838	0.723451174913603
Interleukin-27 signaling	4.28323333780283	4.20615929750216e-05
Interleukin-3, Interleukin-5 and GM-CSF signaling	9.42140425872485	1.69061357105202e-20
Interleukin-35 Signalling	4.29892377782261	3.39286300584204e-05
Interleukin-36 pathway	2.69686346531711	0.0102804912678369
Interleukin-37 signaling	1.33600256984035	0.182410175033797
Interleukin-4 and Interleukin-13 signaling	11.6718567325666	2.74227272088725e-31
Interleukin-6 family signaling	5.82481139337464	1.05492897942002e-08
Interleukin-6 signaling	7.71155055781018	8.69019100472298e-12
Interleukin-7 signaling	6.35293181962621	4.56100149829708e-10
Interleukin-9 signaling	4.37776511332691	5.68454996463984e-05
Intra-Golgi and retrograde Golgi-to-ER traffic	62.0291407538659	0
Intra-Golgi traffic	18.5548955610528	1.65144171707945e-70
Intracellular signaling by second messengers	35.2726012998677	8.59298886049254e-271
Intraflagellar transport	36.783692733584	1.86361164029677e-209
Intrinsic Pathway for Apoptosis	6.51406045214432	8.63624443614147e-11
Intrinsic Pathway of Fibrin Clot Formation	-1.7289687253011	0.0844688046547721
Inwardly rectifying K+ channels	-2.23381252289703	0.0257132161572366
Ion channel transport	-9.34335809415876	9.96583906098789e-21
Ion homeostasis	-0.675997022444849	0.499106484076421
Ion transport by P-type ATPases	1.13308664334432	0.257277102456623
Ionotropic activity of kainate receptors	9.4516992643377	5.9444027139088e-15
Iron uptake and transport	1.15963521691988	0.246283571918105
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	6.67677874323161	1.1663019553929e-10
Josephin domain DUBs	2.29400721202762	0.023548663272847
KSRP (KHSRP) binds and destabilizes mRNA	15.5889134143312	4.72217761728277e-39
Keratan sulfate biosynthesis	-0.0709991649763151	0.943420787099499
Keratan sulfate degradation	10.418116085083	4.44245759361052e-18
Keratan sulfate/keratin metabolism	-0.251829869422858	0.801227724658566
Keratinization	41.1132475065031	0
Ketone body metabolism	1.02308443169814	0.30907248423073
Killing mechanisms	3.55151035536822	0.000565436227828372
Kinesins	5.28495091106044	1.41177744089202e-07
L13a-mediated translational silencing of Ceruloplasmin expression	124.668504179589	0
L1CAM interactions	-3.21622315239232	0.00130331907857758
LDL clearance	4.22558930398094	3.07509612870027e-05
LDL remodeling	-2.54651446136386	0.0171528781295451
LGI-ADAM interactions	15.3398367640779	3.50886527680049e-33
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	2.81987779167358	0.013172376860653
LTC4-CYSLTR mediated IL4 production	1.76802407800629	0.0846970873819886
Lagging Strand Synthesis	21.8867697845916	4.48608327626549e-68
Laminin interactions	14.6097797980436	5.89464073135945e-40
Late Phase of HIV Life Cycle	92.5902372834229	0
Late endosomal microautophagy	3.37409752587263	0.00076756452906674
Leading Strand Synthesis	17.0692489891468	2.65674837128737e-37
Lectin pathway of complement activation	-2.81906305579642	0.00684887561775151
Leishmania infection	4.49651104123455	6.91780179840083e-06
